fundingTime,formulaType,fundingRate,instId,instType,method,realizedRate
2025-10-18 16:00:00,withRate,-5.41252201146e-05,BTC-USDT-SWAP,SWAP,current_period,-5.41252201146e-05
2025-10-19 00:00:00,withRate,-4.35891005759e-05,BTC-USDT-SWAP,SWAP,current_period,-4.35891005759e-05
2025-10-19 08:00:00,withRate,-1.67838206472e-05,BTC-USDT-SWAP,SWAP,current_period,-1.67838206472e-05
2025-10-19 16:00:00,withRate,-1.02925571337e-05,BTC-USDT-SWAP,SWAP,current_period,-1.02925571337e-05
2025-10-20 00:00:00,withRate,1.22179358928e-05,BTC-USDT-SWAP,SWAP,current_period,1.22179358928e-05
2025-10-20 08:00:00,withRate,-3.7521438921e-06,BTC-USDT-SWAP,SWAP,current_period,-3.7521438921e-06
2025-10-20 16:00:00,withRate,3.87779059402e-05,BTC-USDT-SWAP,SWAP,current_period,3.87779059402e-05
2025-10-21 00:00:00,withRate,9.0185681711e-06,BTC-USDT-SWAP,SWAP,current_period,9.0185681711e-06
2025-10-21 08:00:00,withRate,7.58427334556e-05,BTC-USDT-SWAP,SWAP,current_period,7.58427334556e-05
2025-10-21 16:00:00,withRate,4.26546950883e-05,BTC-USDT-SWAP,SWAP,current_period,4.26546950883e-05
2025-10-22 00:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-10-22 08:00:00,withRate,-2.56449996513e-05,BTC-USDT-SWAP,SWAP,current_period,-2.56449996513e-05
2025-10-22 16:00:00,withRate,1.43167070454e-05,BTC-USDT-SWAP,SWAP,current_period,1.43167070454e-05
2025-10-23 00:00:00,withRate,8.25812211716e-05,BTC-USDT-SWAP,SWAP,current_period,8.25812211716e-05
2025-10-23 08:00:00,withRate,4.15846074772e-05,BTC-USDT-SWAP,SWAP,current_period,4.15846074772e-05
2025-10-23 16:00:00,withRate,4.29932201282e-05,BTC-USDT-SWAP,SWAP,current_period,4.29932201282e-05
2025-10-24 00:00:00,withRate,-8.6364236902e-06,BTC-USDT-SWAP,SWAP,current_period,-8.6364236902e-06
2025-10-24 08:00:00,withRate,5.00709346333e-05,BTC-USDT-SWAP,SWAP,current_period,5.00709346333e-05
2025-10-24 16:00:00,withRate,1.55367462775e-05,BTC-USDT-SWAP,SWAP,current_period,1.55367462775e-05
2025-10-25 00:00:00,withRate,-2.53998741815e-05,BTC-USDT-SWAP,SWAP,current_period,-2.53998741815e-05
2025-10-25 08:00:00,withRate,3.8224703964e-05,BTC-USDT-SWAP,SWAP,current_period,3.8224703964e-05
2025-10-25 16:00:00,withRate,1.97285420459e-05,BTC-USDT-SWAP,SWAP,current_period,1.97285420459e-05
2025-10-26 00:00:00,withRate,-1.17483110448e-05,BTC-USDT-SWAP,SWAP,current_period,-1.17483110448e-05
2025-10-26 08:00:00,withRate,1.01631439833e-05,BTC-USDT-SWAP,SWAP,current_period,1.01631439833e-05
2025-10-26 16:00:00,withRate,6.77562407709e-05,BTC-USDT-SWAP,SWAP,current_period,6.77562407709e-05
2025-10-27 00:00:00,withRate,8.40142543229e-05,BTC-USDT-SWAP,SWAP,current_period,8.40142543229e-05
2025-10-27 08:00:00,withRate,5.03211470478e-05,BTC-USDT-SWAP,SWAP,current_period,5.03211470478e-05
2025-10-27 16:00:00,withRate,6.85572608467e-05,BTC-USDT-SWAP,SWAP,current_period,6.85572608467e-05
2025-10-28 00:00:00,withRate,9.21788987883e-05,BTC-USDT-SWAP,SWAP,current_period,9.21788987883e-05
2025-10-28 08:00:00,withRate,8.72978810723e-05,BTC-USDT-SWAP,SWAP,current_period,8.72978810723e-05
2025-10-28 16:00:00,withRate,3.51414811064e-05,BTC-USDT-SWAP,SWAP,current_period,3.51414811064e-05
2025-10-29 00:00:00,withRate,2.63736420873e-05,BTC-USDT-SWAP,SWAP,current_period,2.63736420873e-05
2025-10-29 08:00:00,withRate,-8.46800439742e-05,BTC-USDT-SWAP,SWAP,current_period,-8.46800439742e-05
2025-10-29 16:00:00,withRate,7.05834524477e-05,BTC-USDT-SWAP,SWAP,current_period,7.05834524477e-05
2025-10-30 00:00:00,withRate,-7.4338298544e-06,BTC-USDT-SWAP,SWAP,current_period,-7.4338298544e-06
2025-10-30 08:00:00,withRate,-1.5992465571e-06,BTC-USDT-SWAP,SWAP,current_period,-1.5992465571e-06
2025-10-30 16:00:00,withRate,3.18389134115e-05,BTC-USDT-SWAP,SWAP,current_period,3.18389134115e-05
2025-10-31 00:00:00,withRate,2.13834465324e-05,BTC-USDT-SWAP,SWAP,current_period,2.13834465324e-05
2025-10-31 08:00:00,withRate,-1.55019983637e-05,BTC-USDT-SWAP,SWAP,current_period,-1.55019983637e-05
2025-10-31 16:00:00,withRate,1.62698570888e-05,BTC-USDT-SWAP,SWAP,current_period,1.62698570888e-05
2025-11-01 00:00:00,withRate,8.585506063e-06,BTC-USDT-SWAP,SWAP,current_period,8.585506063e-06
2025-11-01 08:00:00,withRate,-1.6899516073e-05,BTC-USDT-SWAP,SWAP,current_period,-1.6899516073e-05
2025-11-01 16:00:00,withRate,5.55605799215e-05,BTC-USDT-SWAP,SWAP,current_period,5.55605799215e-05
2025-11-02 00:00:00,withRate,5.22212010509e-05,BTC-USDT-SWAP,SWAP,current_period,5.22212010509e-05
2025-11-02 08:00:00,withRate,5.85517753112e-05,BTC-USDT-SWAP,SWAP,current_period,5.85517753112e-05
2025-11-02 16:00:00,withRate,3.20912292502e-05,BTC-USDT-SWAP,SWAP,current_period,3.20912292502e-05
2025-11-03 00:00:00,withRate,4.56077884426e-05,BTC-USDT-SWAP,SWAP,current_period,4.56077884426e-05
2025-11-03 08:00:00,withRate,7.31519084101e-05,BTC-USDT-SWAP,SWAP,current_period,7.31519084101e-05
2025-11-03 16:00:00,withRate,2.67288924878e-05,BTC-USDT-SWAP,SWAP,current_period,2.67288924878e-05
2025-11-04 00:00:00,withRate,4.04735864738e-05,BTC-USDT-SWAP,SWAP,current_period,4.04735864738e-05
2025-11-04 08:00:00,withRate,5.84665104018e-05,BTC-USDT-SWAP,SWAP,current_period,5.84665104018e-05
2025-11-04 16:00:00,withRate,6.61997790086e-05,BTC-USDT-SWAP,SWAP,current_period,6.61997790086e-05
2025-11-05 00:00:00,withRate,6.4991693472e-05,BTC-USDT-SWAP,SWAP,current_period,6.4991693472e-05
2025-11-05 08:00:00,withRate,8.42147994619e-05,BTC-USDT-SWAP,SWAP,current_period,8.42147994619e-05
2025-11-05 16:00:00,withRate,4.51297573925e-05,BTC-USDT-SWAP,SWAP,current_period,4.51297573925e-05
2025-11-06 00:00:00,withRate,1.57168294851e-05,BTC-USDT-SWAP,SWAP,current_period,1.57168294851e-05
2025-11-06 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-06 16:00:00,withRate,4.54143090428e-05,BTC-USDT-SWAP,SWAP,current_period,4.54143090428e-05
2025-11-07 00:00:00,withRate,5.0279459665e-05,BTC-USDT-SWAP,SWAP,current_period,5.0279459665e-05
2025-11-07 08:00:00,withRate,7.14869537633e-05,BTC-USDT-SWAP,SWAP,current_period,7.14869537633e-05
2025-11-07 16:00:00,withRate,5.59176142399e-05,BTC-USDT-SWAP,SWAP,current_period,5.59176142399e-05
2025-11-08 00:00:00,withRate,2.9557650032e-05,BTC-USDT-SWAP,SWAP,current_period,2.9557650032e-05
2025-11-08 08:00:00,withRate,5.58312624923e-05,BTC-USDT-SWAP,SWAP,current_period,5.58312624923e-05
2025-11-08 16:00:00,withRate,6.49692316699e-05,BTC-USDT-SWAP,SWAP,current_period,6.49692316699e-05
2025-11-09 00:00:00,withRate,4.12149216987e-05,BTC-USDT-SWAP,SWAP,current_period,4.12149216987e-05
2025-11-09 08:00:00,withRate,1.30848727424e-05,BTC-USDT-SWAP,SWAP,current_period,1.30848727424e-05
2025-11-09 16:00:00,withRate,4.25034396972e-05,BTC-USDT-SWAP,SWAP,current_period,4.25034396972e-05
2025-11-10 00:00:00,withRate,3.8809398772e-05,BTC-USDT-SWAP,SWAP,current_period,3.8809398772e-05
2025-11-10 08:00:00,withRate,6.06213749321e-05,BTC-USDT-SWAP,SWAP,current_period,6.06213749321e-05
2025-11-10 16:00:00,withRate,5.82994288523e-05,BTC-USDT-SWAP,SWAP,current_period,5.82994288523e-05
2025-11-11 00:00:00,withRate,5.143721726e-06,BTC-USDT-SWAP,SWAP,current_period,5.143721726e-06
2025-11-11 08:00:00,withRate,1.97305330865e-05,BTC-USDT-SWAP,SWAP,current_period,1.97305330865e-05
2025-11-11 16:00:00,withRate,9.85783046857e-05,BTC-USDT-SWAP,SWAP,current_period,9.85783046857e-05
2025-11-12 00:00:00,withRate,7.24146262535e-05,BTC-USDT-SWAP,SWAP,current_period,7.24146262535e-05
2025-11-12 08:00:00,withRate,4.2007594773e-06,BTC-USDT-SWAP,SWAP,current_period,4.2007594773e-06
2025-11-12 16:00:00,withRate,5.27526927111e-05,BTC-USDT-SWAP,SWAP,current_period,5.27526927111e-05
2025-11-13 00:00:00,withRate,-1.41044347494e-05,BTC-USDT-SWAP,SWAP,current_period,-1.41044347494e-05
2025-11-13 08:00:00,withRate,4.87123992611e-05,BTC-USDT-SWAP,SWAP,current_period,4.87123992611e-05
2025-11-13 16:00:00,withRate,5.78386210321e-05,BTC-USDT-SWAP,SWAP,current_period,5.78386210321e-05
2025-11-14 00:00:00,withRate,2.61802815236e-05,BTC-USDT-SWAP,SWAP,current_period,2.61802815236e-05
2025-11-14 08:00:00,withRate,1.88199535677e-05,BTC-USDT-SWAP,SWAP,current_period,1.88199535677e-05
2025-11-14 16:00:00,withRate,6.69129087792e-05,BTC-USDT-SWAP,SWAP,current_period,6.69129087792e-05
2025-11-15 00:00:00,withRate,4.80162396011e-05,BTC-USDT-SWAP,SWAP,current_period,4.80162396011e-05
2025-11-15 08:00:00,withRate,1.44273059268e-05,BTC-USDT-SWAP,SWAP,current_period,1.44273059268e-05
2025-11-15 16:00:00,withRate,1.56113710552e-05,BTC-USDT-SWAP,SWAP,current_period,1.56113710552e-05
2025-11-16 00:00:00,withRate,2.16064053648e-05,BTC-USDT-SWAP,SWAP,current_period,2.16064053648e-05
2025-11-16 08:00:00,withRate,3.5513956278e-06,BTC-USDT-SWAP,SWAP,current_period,3.5513956278e-06
2025-11-16 16:00:00,withRate,9.25527904674e-05,BTC-USDT-SWAP,SWAP,current_period,9.25527904674e-05
2025-11-17 00:00:00,withRate,8.97052724139e-05,BTC-USDT-SWAP,SWAP,current_period,8.97052724139e-05
2025-11-17 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-17 16:00:00,withRate,5.72812005786e-05,BTC-USDT-SWAP,SWAP,current_period,5.72812005786e-05
2025-11-18 00:00:00,withRate,7.09211291411e-05,BTC-USDT-SWAP,SWAP,current_period,7.09211291411e-05
2025-11-18 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-18 16:00:00,withRate,5.40586828625e-05,BTC-USDT-SWAP,SWAP,current_period,5.40586828625e-05
2025-11-19 00:00:00,withRate,4.92661528492e-05,BTC-USDT-SWAP,SWAP,current_period,4.92661528492e-05
2025-11-19 08:00:00,withRate,4.95383964065e-05,BTC-USDT-SWAP,SWAP,current_period,4.95383964065e-05
2025-11-19 16:00:00,withRate,-4.331081165e-07,BTC-USDT-SWAP,SWAP,current_period,-4.331081165e-07
2025-11-20 00:00:00,withRate,7.52648217993e-05,BTC-USDT-SWAP,SWAP,current_period,7.52648217993e-05
2025-11-20 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-20 16:00:00,withRate,8.4294924693e-05,BTC-USDT-SWAP,SWAP,current_period,8.4294924693e-05
